date,split,model,mean_wis,state_count,row_count
2025-02-10,train,ensemble_all_5,0.24378083565004463,25,25
2025-02-17,train,ensemble_all_5,0.24290538562458153,23,23
2025-02-24,train,ensemble_all_5,0.2195292952734906,24,24
2025-03-03,train,ensemble_all_5,0.27856588911972074,24,24
2025-03-10,train,ensemble_all_5,0.19176606221121184,25,25
2025-03-17,train,ensemble_all_5,0.2082757810349064,24,24
2025-03-24,train,ensemble_all_5,0.21677229942189336,24,24
2025-03-31,train,ensemble_all_5,0.20624841763411153,24,24
2025-04-07,train,ensemble_all_5,0.22765630103307036,24,24
2025-04-14,train,ensemble_all_5,0.25915536282597834,24,24
2025-04-21,train,ensemble_all_5,0.18671633918357008,23,23
2025-04-28,train,ensemble_all_5,0.24309756622280976,24,24
2025-05-05,train,ensemble_all_5,0.24208404629214522,23,23
2025-05-12,train,ensemble_all_5,0.20661044747428173,24,24
2025-05-19,train,ensemble_all_5,0.25512864452369877,24,24
2025-05-26,train,ensemble_all_5,0.24313307670967516,25,25
2025-06-02,train,ensemble_all_5,0.2997131351985614,25,25
2025-06-09,train,ensemble_all_5,0.28256065375877254,24,24
2025-06-16,train,ensemble_all_5,0.24263543198800785,24,24
2025-06-23,train,ensemble_all_5,0.180864434263821,24,24
2025-06-30,train,ensemble_all_5,0.24253023936163892,23,23
2025-07-07,train,ensemble_all_5,0.3760158291158605,25,25
2025-07-14,train,ensemble_all_5,0.2343875820410714,23,23
2025-07-21,train,ensemble_all_5,0.35481497069757667,23,23
2025-07-28,train,ensemble_all_5,0.26774493825943346,23,23
2025-08-04,train,ensemble_all_5,0.32439004750580525,25,25
2025-08-11,train,ensemble_all_5,0.27105345830300864,25,25
2025-08-18,train,ensemble_all_5,0.19835210875116957,25,25
2025-08-25,train,ensemble_all_5,0.3593509266432581,25,25
2025-09-01,train,ensemble_all_5,0.28127775639740643,24,24
2025-09-08,train,ensemble_all_5,0.43311085851011116,25,25
2025-09-15,train,ensemble_all_5,0.247487184577161,24,24
2025-09-22,train,ensemble_all_5,0.33903219899539816,25,25
2025-09-29,train,ensemble_all_5,0.178522912249876,25,25
2025-10-06,train,ensemble_all_5,0.2422337576128406,25,25
2025-10-13,train,ensemble_all_5,0.2378129144976994,24,24
2025-10-20,train,ensemble_all_5,0.2278293793945435,24,24
2025-10-27,train,ensemble_all_5,0.21514021691877236,25,25
2025-11-03,train,ensemble_all_5,0.19390752581292678,25,25
2025-11-10,train,ensemble_all_5,0.25951356452098656,24,24
2025-11-17,train,ensemble_all_5,0.2026780524917114,25,25
2025-11-24,train,ensemble_all_5,0.28401036114643813,25,25
2025-12-01,train,ensemble_all_5,0.36238295891999966,25,25
2025-12-08,train,ensemble_all_5,0.2431550923966242,25,25
2025-12-15,train,ensemble_all_5,0.31384258785666946,25,25
2025-12-22,train,ensemble_all_5,0.24292951305583996,24,24
2025-12-29,train,ensemble_all_5,0.45163566862854704,24,24
2026-01-05,train,ensemble_all_5,0.4859437659275953,25,25
2026-01-12,train,ensemble_all_5,0.30423708187650284,25,25
2026-01-19,train,ensemble_all_5,0.2625847541514097,25,25
2026-01-26,train,ensemble_all_5,0.26264280819522573,25,25
2026-02-02,train,ensemble_all_5,0.1993879058829326,25,25
2026-02-09,train,ensemble_all_5,0.2093799953915435,24,24
2026-02-16,train,ensemble_all_5,0.3226631944129837,25,25
